,Residence State,Residence State Code,Month,Month Code,UCD - ICD Sub-Chapter,UCD - ICD Sub-Chapter Code,Underlying Cause of death,Underlying Cause of death Code,Deaths
2814,Idaho,16,"Jan., 2022",2022/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
2815,Idaho,16,"Jan., 2022",2022/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,69
2816,Idaho,16,"Feb., 2022",2022/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,10
2817,Idaho,16,"Feb., 2022",2022/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,59
2818,Idaho,16,"Mar., 2022",2022/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,64
2819,Idaho,16,"Apr., 2022",2022/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,58
2820,Idaho,16,"May, 2022",2022/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,54
2821,Idaho,16,"Jun., 2022",2022/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,59
2822,Idaho,16,"Jul., 2022",2022/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,68
2823,Idaho,16,"Aug., 2022",2022/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,67
2824,Idaho,16,"Sep., 2022",2022/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,54
2825,Idaho,16,"Oct., 2022",2022/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,62
2826,Idaho,16,"Nov., 2022",2022/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,64
2827,Idaho,16,"Dec., 2022",2022/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
2828,Idaho,16,"Dec., 2022",2022/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,81
2829,Idaho,16,"Jan., 2023",2023/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,12
2830,Idaho,16,"Jan., 2023",2023/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,62
2831,Idaho,16,"Feb., 2023",2023/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,58
2832,Idaho,16,"Mar., 2023",2023/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,61
2833,Idaho,16,"Apr., 2023",2023/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,10
2834,Idaho,16,"Apr., 2023",2023/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,53
2835,Idaho,16,"May, 2023",2023/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,56
2836,Idaho,16,"Jun., 2023",2023/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,58
2837,Idaho,16,"Jul., 2023",2023/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,47
2838,Idaho,16,"Aug., 2023",2023/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,58
2839,Idaho,16,"Sep., 2023",2023/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,50
2840,Idaho,16,"Oct., 2023",2023/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,56
2841,Idaho,16,"Nov., 2023",2023/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,48
2842,Idaho,16,"Dec., 2023",2023/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
2843,Idaho,16,"Dec., 2023",2023/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,59
2844,Idaho,16,"Jan., 2024 (provisional)",2024/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,55
2845,Idaho,16,"Feb., 2024 (provisional)",2024/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,10
2846,Idaho,16,"Feb., 2024 (provisional)",2024/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,46
2847,Idaho,16,"Mar., 2024 (provisional)",2024/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,47
2848,Idaho,16,"Apr., 2024 (provisional)",2024/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,61
2849,Idaho,16,"May, 2024 (provisional)",2024/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,60
2850,Idaho,16,"Jun., 2024 (provisional)",2024/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,62
2851,Idaho,16,"Jul., 2024 (provisional)",2024/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,50
2852,Idaho,16,"Aug., 2024 (provisional)",2024/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,53
2853,Idaho,16,"Sep., 2024 (provisional)",2024/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,73
2854,Idaho,16,"Oct., 2024 (provisional)",2024/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,53
2855,Idaho,16,"Nov., 2024 (provisional)",2024/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,54
2856,Idaho,16,"Dec., 2024 (provisional)",2024/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,10
2857,Idaho,16,"Dec., 2024 (provisional)",2024/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,60
2858,Idaho,16,"Jan., 2025 (provisional and partial)",2025/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,71
2859,Idaho,16,"Feb., 2025 (provisional and partial)",2025/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,69
2860,Idaho,16,"Mar., 2025 (provisional and partial)",2025/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,62
2861,Idaho,16,"Apr., 2025 (provisional and partial)",2025/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,10
2862,Idaho,16,"Apr., 2025 (provisional and partial)",2025/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,66
2863,Idaho,16,"May, 2025 (provisional and partial)",2025/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,53
2864,Idaho,16,"Jun., 2025 (provisional and partial)",2025/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,51
2865,Idaho,16,"Jul., 2025 (provisional and partial)",2025/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,54
2866,Idaho,16,"Aug., 2025 (provisional and partial)",2025/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,42
2867,Idaho,16,"Sep., 2025 (provisional and partial)",2025/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,27
2868,Illinois,17,"Jan., 2018",2018/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,39
2869,Illinois,17,"Jan., 2018",2018/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,88
2870,Illinois,17,"Jan., 2018",2018/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,28
2871,Illinois,17,"Jan., 2018",2018/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,436
2872,Illinois,17,"Feb., 2018",2018/02,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,20
2873,Illinois,17,"Feb., 2018",2018/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,60
2874,Illinois,17,"Feb., 2018",2018/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,21
2875,Illinois,17,"Feb., 2018",2018/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,350
2876,Illinois,17,"Mar., 2018",2018/03,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,33
2877,Illinois,17,"Mar., 2018",2018/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,78
2878,Illinois,17,"Mar., 2018",2018/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,25
2879,Illinois,17,"Mar., 2018",2018/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,388
2880,Illinois,17,"Apr., 2018",2018/04,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,26
2881,Illinois,17,"Apr., 2018",2018/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,53
2882,Illinois,17,"Apr., 2018",2018/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,25
2883,Illinois,17,"Apr., 2018",2018/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,422
2884,Illinois,17,"May, 2018",2018/05,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,27
2885,Illinois,17,"May, 2018",2018/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,46
2886,Illinois,17,"May, 2018",2018/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,15
2887,Illinois,17,"May, 2018",2018/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,350
2888,Illinois,17,"Jun., 2018",2018/06,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,24
2889,Illinois,17,"Jun., 2018",2018/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,37
2890,Illinois,17,"Jun., 2018",2018/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,17
2891,Illinois,17,"Jun., 2018",2018/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,319
2892,Illinois,17,"Jul., 2018",2018/07,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,20
2893,Illinois,17,"Jul., 2018",2018/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,38
2894,Illinois,17,"Jul., 2018",2018/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,16
2895,Illinois,17,"Jul., 2018",2018/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,326
2896,Illinois,17,"Aug., 2018",2018/08,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,19
2897,Illinois,17,"Aug., 2018",2018/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,33
2898,Illinois,17,"Aug., 2018",2018/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,11
2899,Illinois,17,"Aug., 2018",2018/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,320
2900,Illinois,17,"Sep., 2018",2018/09,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,27
2901,Illinois,17,"Sep., 2018",2018/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,40
2902,Illinois,17,"Sep., 2018",2018/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,13
2903,Illinois,17,"Sep., 2018",2018/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,301
2904,Illinois,17,"Oct., 2018",2018/10,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,27
2905,Illinois,17,"Oct., 2018",2018/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,40
2906,Illinois,17,"Oct., 2018",2018/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,13
2907,Illinois,17,"Oct., 2018",2018/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,356
2908,Illinois,17,"Nov., 2018",2018/11,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,24
2909,Illinois,17,"Nov., 2018",2018/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,33
2910,Illinois,17,"Nov., 2018",2018/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,18
2911,Illinois,17,"Nov., 2018",2018/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,317
2912,Illinois,17,"Dec., 2018",2018/12,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,21
2913,Illinois,17,"Dec., 2018",2018/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,55
2914,Illinois,17,"Dec., 2018",2018/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,27
2915,Illinois,17,"Dec., 2018",2018/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,367
2916,Illinois,17,"Jan., 2019",2019/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,37
2917,Illinois,17,"Jan., 2019",2019/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,69
2918,Illinois,17,"Jan., 2019",2019/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,23
2919,Illinois,17,"Jan., 2019",2019/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,343
2920,Illinois,17,"Feb., 2019",2019/02,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,27
2921,Illinois,17,"Feb., 2019",2019/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,67
2922,Illinois,17,"Feb., 2019",2019/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,18
2923,Illinois,17,"Feb., 2019",2019/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,383
2924,Illinois,17,"Mar., 2019",2019/03,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,30
2925,Illinois,17,"Mar., 2019",2019/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,60
2926,Illinois,17,"Mar., 2019",2019/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,19
2927,Illinois,17,"Mar., 2019",2019/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,400
2928,Illinois,17,"Apr., 2019",2019/04,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,25
2929,Illinois,17,"Apr., 2019",2019/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,52
